"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"1950-1979","Restrictive",92.7519747241726,"Yes","Medium","Good","Yes","Full",13183.2718067721,3,2579.44421070516,6,7.55077421095184,5,"Double","No",471204.826827552
"2000_Present","Permissive",107.392853283165,"Yes","High","Good","Yes","Partial",9442.73770116911,2,2770.20603605231,0,7.15596909581502,6,"Double","Yes",984892.671960014
"1980-1999","Very_Permissive",101.483994670528,"Yes","Very_High","Average","Yes","None",9198.15535452146,2,2043.8437286144,4,6.30032566285361,3,"Double","No",626969.669181881
"2000_Present","Very_Restrictive",94.6573496336353,"Yes","Very_Low","Average","No","None",4981.03799545033,1,2199.3542789759,1,6.75728437963132,6,"Double","No",276962.450472797
"1980-1999","Very_Restrictive",106.867316757329,"Yes","Low","Fair","Yes","None",5962.6937217636,1,2793.60091106412,6,7.81565438347718,5,"Single","No",414354.864801803
"1920-1949","Restrictive",109.052183265089,"No","High","Average","Yes","Partial",15106.1991900869,2,2337.76205802183,0,7.33011144468121,2,"Double","No",448362.13314488
"1980-1999","Very_Permissive",107.685447584765,"Yes","High","Average","Yes","Full",12401.5282048537,1,2089.0264415306,0,6.32700583825036,3,"Double","Yes",341904.877699106
"1950-1979","Moderate",108.861753147797,"Yes","High","Good","Yes","None",12888.2150834051,3,2416.37571489721,1,7.08968978862578,6,"Double","No",788460.050008185
"1950-1979","Moderate",107.560184856834,"Yes","Low","Average","Yes","Full",3556.4002324755,2,2378.63742350602,1,7.16485011007009,4,"Single","No",308298.84957402
"1980-1999","Permissive",106.931637560272,"Yes","Medium","Good","Yes","Partial",4941.73076676713,3,2837.33689618735,1,7.66590250555104,6,"Triple","Yes",744765.021185709
"1980-1999","Moderate",106.00644577841,"No","Medium","Good","Yes","None",18753.6579934606,1,3030.8431934404,7,7.0920595393936,6,"Double","Yes",535115.007821884
"2000_Present","Restrictive",99.6879067266159,"Yes","Low","Average","No","Full",9270.55188388134,1,2434.01336533937,4,7.86431282596539,5,"Double","No",292511.158956396
"2000_Present","Moderate",103.452629523525,"Yes","Very_High","Excellent","No","Partial",35674.4684907835,1,2263.51707629628,3,7.67958162469304,3,"Single","No",684354.570185866
"2000_Present","Moderate",107.246511243391,"Yes","Low","Good","Yes","Full",5104.44795450532,1,2002.17751568742,3,7.71446595945811,4,"Double","Yes",472618.857343462
"1950-1979","Moderate",92.6955731688308,"No","High","Good","Yes","None",4061.14215458013,2,1878.21780107558,1,7.67672928556282,5,"None","No",430339.337361176
"1950-1979","Restrictive",98.364569598818,"Yes","Very_Low","Good","Yes","None",6275.37177873391,1,1576.29457593396,1,7.53736188581401,4,"Single","No",245349.143190209
"1980-1999","Very_Permissive",106.914007509394,"No","High","Excellent","Yes","None",15670.1730180202,1,2408.03213239728,5,7.45899034670214,5,"Double","Yes",593874.685328827
"1950-1979","Moderate",97.2318970344538,"Yes","High","Average","Yes","Full",8442.42103130173,1,2966.01050308755,5,7.93579104174263,7,"Double","Yes",766997.295400572
"1950-1979","Permissive",107.134043299103,"No","High","Good","Yes","None",42365.58653302,3,5156.64934547589,4,7.41760048122399,7,"Triple","No",1262020.86840361
"1920-1949","Very_Permissive",105.316191919803,"Yes","High","Average","Yes","Partial",6412.52092155436,1,2449.99673299535,1,7.19387910433309,3,"Single","Yes",396173.076145591
"2000_Present","Very_Restrictive",106.569998795248,"Yes","High","Fair","Yes","Partial",11977.9780899661,2,2558.53859285895,1,7.68044288090512,9,"Quad","No",316081.742441308
"Pre-1920","Moderate",105.347388202185,"Yes","Low","Excellent","Yes","Full",22824.4182447833,3,3414.69279075261,6,7.90929061812751,6,"Single","No",699312.739705969
"2000_Present","Very_Permissive",94.812016622311,"Yes","Medium","Average","No","Full",7384.45576831134,2,1837.68175881978,1,7.55934624246788,3,"Triple","No",628891.657541118
"2000_Present","Moderate",106.845941229901,"Yes","Low","Good","Yes","Partial",6789.4932592357,1,1519.81309158917,3,7.92471300036848,2,"Single","Yes",210562.038239176
"1980-1999","Moderate",103.819568775836,"Yes","High","Average","Yes","Partial",25840.8248155084,1,2281.86169001319,4,7.45671276786344,5,"Double","Yes",497498.355635017
"1980-1999","Moderate",108.124024132987,"Yes","Medium","Good","Yes","None",25680.5661231882,4,5131.63850923788,2,7.10198120109659,3,"Single","No",1257498.9953467
"2000_Present","Permissive",94.9219965633127,"Yes","Very_High","Excellent","No","Full",28994.0810092743,2,2119.46558873162,0,7.162355154434,2,"Triple","No",650786.541772559
"2000_Present","Very_Restrictive",96.2402176847185,"Yes","Very_Low","Excellent","Yes","Partial",4746.84429277949,2,2562.27209327489,2,7.92132499772087,6,"Double","Yes",324196.034099647
"1950-1979","Very_Restrictive",99.9225107066839,"Yes","Low","Average","Yes","Partial",9515.53382845126,3,2361.97238091434,0,7.96524829726743,2,"Quad","Yes",514557.548717606
"1980-1999","Moderate",103.197215059249,"Yes","High","Average","Yes","Partial",11386.1493849653,3,2057.62873848384,1,7.31139151706996,4,"Triple","Yes",548049.985301485
"2000_Present","Restrictive",106.63901803225,"Yes","Low","Excellent","Yes","Full",8184.10921293578,2,2143.73596446988,3,7.76050606989041,3,"Single","Yes",396158.977855713
"1920-1949","Restrictive",102.876861265422,"No","Very_Low","Good","Yes","None",2567.30165296617,1,2126.69101709848,2,7.4530109890744,6,"Double","Yes",271459.734364756
"2000_Present","Moderate",87.3734624939869,"No","High","Excellent","Yes","Partial",28580.7596016025,3,5476.33291213068,3,7.64587872381721,3,"Double","No",939129.442451738
"1980-1999","Very_Restrictive",99.0667112850379,"Yes","Medium","Fair","Yes","Full",3896.76739127481,1,2132.37794392582,2,6.85700236775082,3,"Single","No",340130.299807843
"1980-1999","Moderate",106.981406938138,"No","Very_Low","Good","Yes","None",5729.53615400965,3,2456.93961138187,7,7.96529136743496,2,"Single","Yes",335265.384639192
"1950-1979","Moderate",95.265825879613,"No","Medium","Excellent","Yes","None",14149.8028180676,4,4256.16334415615,4,7.78335804001386,10,"None","Yes",523395.044857468
"2000_Present","Very_Permissive",87.5144148138426,"No","High","Average","Yes","None",19421.9191052488,1,2697.75647465944,4,7.01876259829233,5,"Double","Yes",544732.718421303
"Pre-1920","Permissive",108.191979641435,"Yes","High","Poor","Yes","Full",35770.6578483403,2,7663.63225205587,10,7.87908818895974,10,"Quad","No",1969451.83673308
"1980-1999","Very_Permissive",103.55900334518,"Yes","Very_High","Good","Yes","Full",9524.18373032328,1,2356.89980350408,0,7.8206261599761,6,"Triple","Yes",849410.343896061
"2000_Present","Restrictive",108.990830854713,"Yes","Medium","Average","Yes","Partial",9492.2686065308,1,1642.61619660727,4,6.77397616833563,4,"Single","Yes",323709.594479411
"2000_Present","Restrictive",102.36379801628,"No","Low","Good","Yes","None",2906.50590770437,1,1634.01887815543,0,4.90571547609266,3,"Single","Yes",232684.965753262
"1980-1999","Moderate",107.150997296755,"Yes","High","Average","Yes","Partial",12522.4390894582,2,1884.51393271014,3,7.76281906029746,3,"Triple","No",452521.584025746
"2000_Present","Permissive",90.2958141865169,"No","Medium","Good","No","Full",7503.21699020546,2,2165.39600630012,2,7.44033291467231,4,"Double","Yes",526104.550436461
"2000_Present","Permissive",99.0565802054122,"Yes","Very_Low","Good","No","Partial",2244.90555019659,1,2099.35775336159,1,7.51077921210549,3,"Double","No",295178.620895634
"2000_Present","Permissive",108.559777061713,"Yes","Low","Average","No","Partial",4763.31024270089,1,1388.00757792349,3,6.82558490211292,6,"Double","Yes",305966.653055644
"2000_Present","Moderate",109.638360757538,"Yes","Very_High","Good","Yes","None",30011.6573223482,2,2984.04860886774,3,7.88188074365325,5,"Triple","Yes",913056.945595529
"2000_Present","Moderate",99.693967490234,"Yes","High","Average","No","Partial",27762.912088792,3,3803.95293731769,2,7.35410141768302,8,"None","Yes",985964.86564727
"2000_Present","Very_Restrictive",106.861022002567,"Yes","Medium","Fair","No","Full",5972.35149757663,1,2927.04700456266,1,7.63677232120851,3,"Single","No",398752.171305208
"1950-1979","Very_Restrictive",107.861529203923,"No","High","Fair","Yes","None",8073.25495179296,2,2748.73573776338,4,6.88892594794507,5,"Single","No",366797.441017156
"1920-1949","Very_Restrictive",95.4913359824125,"Yes","Medium","Average","Yes","Partial",2406.10090804623,3,2088.55733644132,3,7.5947497528566,5,"Single","No",353975.634253387
"2000_Present","Moderate",104.058657592383,"No","Medium","Excellent","No","Partial",3838.97895687869,1,1908.19076988336,3,7.73865710074839,4,"Double","Yes",360820.326522399
"2000_Present","Very_Restrictive",109.208069051151,"No","Medium","Good","No","None",17961.0997437518,1,2451.53125336064,2,7.11895385294763,2,"Single","No",328496.850896575
"2000_Present","Permissive",108.526646687705,"No","Very_High","Average","No","None",12727.0458951911,3,2950.28779790729,2,7.96236326817516,11,"Single","No",532990.198519448
"1920-1949","Moderate",107.964622004635,"No","High","Average","Yes","Partial",11165.6919000114,3,2630.06778238034,3,7.28505025264691,7,"Double","Yes",591451.647273717
"1920-1949","Permissive",109.455300774851,"No","High","Poor","Yes","None",7108.75009802237,1,3942.02723873998,4,7.783735337446,6,"Double","No",448394.333250081
"1950-1979","Moderate",108.105663236345,"Yes","Medium","Average","Yes","None",5871.20143238412,1,1993.9322564921,1,6.8730489895363,2,"None","Yes",337637.060818415
"1950-1979","Permissive",104.159843575671,"Yes","High","Average","Yes","Full",21001.7362178696,3,4425.65963856547,9,7.16142777463931,6,"Double","Yes",1458343.29881856
"1950-1979","Restrictive",105.221218672079,"Yes","Medium","Good","Yes","None",3208.66292393774,1,1515.70327434504,7,7.53556284469311,5,"Single","Yes",297055.395372044
"2000_Present","Restrictive",108.335727406496,"Yes","Very_Low","Average","Yes","Full",10560.0639863728,1,2014.96445679734,1,7.90805510217523,5,"Double","Yes",203508.09982212
"1980-1999","Restrictive",101.057172084921,"Yes","High","Fair","Yes","Full",17972.2152805572,3,3683.41502840888,6,7.62513038349992,7,"Double","Yes",948197.028202383
"1950-1979","Restrictive",109.844910621453,"Yes","Medium","Excellent","Yes","Partial",13298.6581490619,1,2195.90013105626,3,7.60349144708569,4,"Double","Yes",711548.303399007
"1980-1999","Restrictive",108.140510098082,"Yes","Low","Good","Yes","Partial",3500.90610324988,3,2378.62704457863,6,7.63807449301001,3,"None","Yes",529880.213261873
"1980-1999","Moderate",108.795895621683,"Yes","High","Good","No","None",70562.7998280832,2,9019.508434676,7,6.51457441203002,14,"Quad","No",1268996.46811673
"1950-1979","Moderate",107.469650451448,"Yes","Medium","Good","Yes","Partial",7848.14219524598,2,1907.82048005597,1,7.99129230751526,5,"Single","Yes",328927.40860466
"1980-1999","Moderate",107.231535837528,"Yes","Low","Fair","No","Full",2775.42040043101,2,2311.77122115429,3,7.93562895658934,2,"Double","No",352783.283893895
"1950-1979","Permissive",107.508006912476,"No","Very_High","Fair","Yes","None",30155.4419932106,4,3374.1234153229,8,7.34240755572657,4,"Double","No",890509.187604295
"1980-1999","Restrictive",107.32180944668,"Yes","Very_Low","Poor","Yes","None",2396.48423521972,1,1365.43862647296,1,7.27225141524144,3,"Double","No",294023.182809982
"2000_Present","Very_Restrictive",90.5494660902608,"Yes","Very_Low","Average","Yes","Full",2617.92330349457,2,1987.20858503594,1,7.2929092621805,3,"Triple","No",292055.399946991
"1980-1999","Moderate",101.441811963515,"Yes","Very_Low","Good","Yes","Full",3430.67278042184,1,1113.97958547404,1,7.56562667166401,4,"None","Yes",238653.261270121
"1980-1999","Moderate",109.872634355753,"No","Very_High","Good","Yes","None",10879.6441532953,1,3925.81067524713,5,7.95969663704298,5,"Double","No",1386586.26124632
"1980-1999","Permissive",97.2340598137322,"Yes","High","Good","Yes","Full",14127.9552721431,1,3443.20595650958,4,7.6958964702489,3,"Double","Yes",949511.172191777
"1950-1979","Very_Restrictive",108.833267402542,"Yes","Low","Good","Yes","Partial",13861.0970105579,1,2782.03737555176,4,7.9775284097307,2,"Double","No",424872.300598255
"1980-1999","Permissive",99.5596037933694,"No","Medium","Average","Yes","None",8766.26364293762,1,2132.37818100012,2,6.13326641069783,3,"Single","Yes",519968.755187718
"1980-1999","Moderate",95.1935434446493,"Yes","Very_High","Good","No","Partial",27611.3815853003,2,2829.37488865647,2,7.6839167732203,7,"Single","Yes",664626.209747409
"1950-1979","Moderate",102.338044417098,"Yes","Very_Low","Good","Yes","Partial",5577.80350368358,3,2264.56943056677,1,7.33043386756988,9,"None","Yes",273434.059834938
"1950-1979","Moderate",98.4934277799751,"No","Very_High","Average","Yes","None",31807.7935191089,1,5168.92318404977,1,7.3649498817952,14,"None","No",713925.642333218
"1950-1979","Very_Permissive",100.464215825653,"Yes","Low","Fair","Yes","None",7159.89300398238,1,2013.97839268033,1,7.21358804596985,3,"Double","Yes",241581.148370092
"1980-1999","Moderate",109.034887613696,"Yes","Medium","Average","No","None",12937.8678326733,1,2230.12721588101,4,7.65595796892889,4,"None","Yes",308940.961394609
"1980-1999","Moderate",106.407198032612,"Yes","Low","Good","No","Partial",6054.33914771044,2,1992.39916952271,1,7.88365317123588,6,"Single","Yes",264807.260203696
"1920-1949","Moderate",105.634079688592,"Yes","Medium","Fair","Yes","None",10968.220902512,2,3493.51718279536,3,7.57065118296318,9,"Double","Yes",555566.715857587
"1920-1949","Restrictive",103.159642269791,"No","High","Fair","Yes","Partial",10640.789432692,1,3102.64829207987,4,7.8388690930433,7,"Double","Yes",644846.841781244
"2000_Present","Restrictive",106.684781794551,"Yes","Low","Average","No","Full",8574.61766887366,1,1883.45707787171,2,7.91341841991,3,"Single","No",268568.651538856
"2000_Present","Very_Restrictive",95.4969225347589,"No","Very_Low","Average","No","Full",3520.92257518081,2,2158.47113792396,0,7.46341336492155,3,"Single","No",247358.843965154
"2000_Present","Very_Permissive",103.787244471451,"Yes","High","Good","Yes","Partial",47767.2180235085,1,4465.01924777884,4,7.80130179212202,9,"Triple","No",1073891.28187196
"Pre-1920","Very_Permissive",101.147782086409,"Yes","Medium","Fair","Yes","None",16883.6670768127,3,2368.97416315781,2,7.51685658144726,2,"None","Yes",379204.586399385
"1920-1949","Restrictive",101.059527239293,"Yes","Medium","Good","Yes","Full",19934.7721680387,1,2163.86345777297,5,7.76860253782422,5,"Double","No",431761.227635013
"1950-1979","Very_Restrictive",104.406561857841,"No","Very_Low","Excellent","Yes","None",5134.64374901473,1,2238.22241879148,3,7.83632093887039,3,"Triple","Yes",329835.230550795
"2000_Present","Permissive",106.657021951522,"Yes","High","Good","Yes","None",35240.8031695448,3,6422.44813521788,1,7.55356991776869,13,"Triple","No",1758760.33285393
"1980-1999","Very_Permissive",102.512889480307,"Yes","High","Fair","Yes","None",15676.8945663553,3,3426.02906269911,3,7.51880978950354,5,"Single","Yes",585481.270805593
"1950-1979","Permissive",101.327287155399,"Yes","Very_High","Good","Yes","Partial",5263.20204692663,3,2324.22482137231,4,7.27395517986193,3,"Double","No",1005846.59792975
"2000_Present","Restrictive",93.1136699026645,"Yes","Very_Low","Average","Yes","Full",2482.40282363711,4,2093.28582180147,5,7.26785351669602,4,"Triple","Yes",617114.781611594
"Pre-1920","Very_Permissive",105.111079730177,"No","High","Average","Yes","None",26300.1213565976,4,3140.09599242779,7,6.44855744498709,3,"Single","No",852402.411592406
"1980-1999","Moderate",78.0580495882507,"No","Medium","Fair","No","None",6528.31457519831,1,2120.19765011336,2,7.95740738153789,2,"Triple","No",288536.32805269
"2000_Present","Moderate",108.524739408895,"Yes","High","Average","Yes","Full",3621.17395355609,1,2324.92807024991,5,6.19340014446444,7,"Triple","Yes",430760.126261259
"1980-1999","Very_Restrictive",105.259976655549,"Yes","Medium","Good","Yes","Partial",5823.20372701391,2,1365.05810324875,0,7.66064449956342,4,"None","Yes",336102.309851758
"1950-1979","Restrictive",103.849267369134,"Yes","High","Average","Yes","Partial",12470.2199132281,4,2387.97400210381,1,7.43599650785875,2,"Double","Yes",524162.785772239
"1920-1949","Moderate",109.300307197485,"Yes","Medium","Average","Yes","None",10379.7914348867,1,2373.37587121753,1,7.53400374924335,7,"Single","Yes",393066.721662496
"1920-1949","Moderate",103.977214133263,"No","Low","Average","Yes","None",3434.82639692895,1,2073.8838340173,0,7.25277862208277,4,"Single","Yes",372078.009365032
"1950-1979","Restrictive",109.938334084509,"Yes","High","Good","Yes","Full",22509.345422372,1,4899.91034942715,4,5.61177218757617,10,"Triple","Yes",654427.617458964
"1980-1999","Moderate",107.806410580529,"Yes","Medium","Excellent","Yes","None",5948.16765534386,1,1964.37422972805,6,7.50552512918334,5,"Double","Yes",307408.210906399
"2000_Present","Restrictive",85.0685964755252,"Yes","Low","Average","Yes","Full",3339.27268782443,1,1318.94073000575,1,7.96226274249142,3,"Double","Yes",413446.957010864
"1950-1979","Restrictive",101.252778668581,"Yes","Medium","Average","Yes","Partial",6585.85544244389,1,2456.57904700443,3,7.96942647293299,8,"Double","Yes",386770.253430067
"1950-1979","Restrictive",98.6578590816817,"No","Medium","Average","Yes","None",11566.6828825137,2,2061.01523497261,4,6.60845614212073,4,"Double","Yes",386692.38519354
"2000_Present","Moderate",109.669697485557,"No","Very_Low","Average","Yes","None",2650.90886192447,2,1801.26953779861,1,6.08544959055022,2,"Single","Yes",234610.936295419
"2000_Present","Restrictive",108.497577479771,"No","Medium","Average","Yes","None",6659.09682674491,1,1833.72203801761,1,7.80625506821135,5,"Single","No",541470.024447532
"Pre-1920","Moderate",109.587310013551,"No","High","Average","Yes","None",24023.4210285235,1,2401.20186243774,2,7.60784671042697,10,"Single","Yes",413010.732448532
"2000_Present","Permissive",105.36855953516,"Yes","Medium","Good","Yes","Full",5960.72946220385,1,1508.999569728,3,6.93350735355577,2,"None","No",293873.029073316
"2000_Present","Permissive",104.773733691399,"Yes","Medium","Fair","Yes","Partial",8055.63139728714,4,2077.95996176401,2,7.69096404881076,8,"None","Yes",287530.182953952
"1950-1979","Restrictive",103.800780003435,"No","Medium","Good","Yes","None",5327.72485963492,2,2516.25509286962,3,7.75981791995292,4,"Double","Yes",472459.307570623
"1980-1999","Moderate",96.7606357118126,"No","Medium","Good","Yes","Partial",8852.27251985229,1,3407.19368449378,4,7.96784220078324,3,"Single","Yes",381503.9867462
"1950-1979","Moderate",107.940734091058,"No","Medium","Fair","Yes","Partial",13075.5917784804,1,2760.56840282058,6,7.21664305905712,4,"Single","Yes",303581.798894216
"2000_Present","Permissive",101.591651311238,"Yes","Medium","Average","No","Partial",18892.0050048139,4,3296.47335630241,4,6.71755488573179,10,"Double","No",415469.53689129
"1980-1999","Moderate",108.454222909848,"No","Medium","Fair","Yes","None",11165.9815077323,1,1452.14250268327,3,7.87436939860389,4,"Triple","No",294066.344949123
"1950-1979","Moderate",99.1486745044371,"No","Medium","Good","Yes","None",7325.86900858502,1,1675.86572969911,2,7.75305056598993,3,"None","Yes",373439.029743479
"1920-1949","Restrictive",107.191055214821,"No","Low","Poor","Yes","None",6655.07478451286,3,2892.82709796627,4,7.8981870297003,7,"Single","Yes",318658.131520289
"1920-1949","Moderate",104.702744856854,"Yes","Medium","Good","Yes","Full",5651.63598850802,1,1916.59409365759,0,7.65830965496006,3,"Double","Yes",300203.308311805
"1980-1999","Permissive",95.6285885769736,"No","Low","Good","Yes","None",4223.58617173368,3,2280.3319748933,3,7.8403655892429,2,"Double","Yes",543600.314844744
"Pre-1920","Restrictive",89.4788899656815,"No","High","Good","Yes","Full",12425.4780484929,4,2540.93305610642,3,5.37842133731367,11,"Single","Yes",706335.636268225
"2000_Present","Restrictive",109.647130526792,"No","Low","Poor","No","None",5999.37388231426,2,2182.113091915,2,7.92928765755431,4,"Single","Yes",232285.069405082
"2000_Present","Moderate",107.273592623748,"No","High","Average","Yes","None",9578.71944088255,3,1660.60632837247,4,7.87768815081612,2,"Double","Yes",411612.176884561
"1950-1979","Very_Permissive",105.716117398023,"No","High","Good","Yes","Partial",14484.9668926114,4,2305.75558363371,4,5.68955909291892,8,"Triple","Yes",544664.480657079
"Pre-1920","Restrictive",91.9285725778907,"Yes","Medium","Average","Yes","None",20889.1170061429,3,2670.3945052452,3,7.58311969465334,2,"None","Yes",356657.556315419
"2000_Present","Very_Restrictive",109.998431502773,"Yes","Low","Average","Yes","None",2790.11693587134,3,3496.99205454141,4,7.85449567904712,11,"Single","No",313273.275449923
"1950-1979","Restrictive",99.4998306551169,"Yes","Low","Average","Yes","Full",5029.89486486718,2,2317.98690903339,1,7.83899418293202,5,"Single","No",231684.566867402
"1980-1999","Moderate",105.399943094639,"No","Very_Low","Good","Yes","None",5297.28392173927,3,2291.43077089222,1,7.45798926096035,4,"Double","No",338010.978923014
"2000_Present","Very_Restrictive",101.503092963621,"Yes","Low","Good","Yes","Full",7661.55978406092,2,2355.94191460368,1,7.63797037012453,4,"None","Yes",570667.085855084
"2000_Present","Very_Permissive",108.193156131366,"Yes","High","Poor","Yes","None",45153.7971602034,2,5304.67620570877,1,7.62128358813528,5,"Double","No",1335120.65340563
"1950-1979","Very_Permissive",105.589909491347,"Yes","Very_High","Fair","Yes","Full",38144.7929385531,4,5279.43018147111,9,6.24653204760114,12,"Double","Yes",1644644.11861025
"2000_Present","Moderate",107.099273509146,"Yes","Medium","Excellent","Yes","None",10835.2374540869,1,2244.35427326282,4,7.45690983147329,3,"Double","No",488695.158819528
"1920-1949","Moderate",90.6095570382807,"No","Medium","Average","Yes","Partial",10096.6590060739,4,3487.7888574193,6,7.74067082734813,7,"Triple","Yes",710251.520741386
"1950-1979","Very_Restrictive",102.666172112026,"Yes","High","Excellent","Yes","Full",16936.0593445108,3,2558.08733990083,2,7.90982886396486,7,"Single","Yes",690668.823540604
"2000_Present","Permissive",92.9243481213791,"No","High","Average","Yes","None",15846.9717916771,3,7440.46386215249,7,7.00891505124512,10,"Triple","Yes",1972920.7630032
"2000_Present","Very_Permissive",109.354027141146,"Yes","High","Average","Yes","Full",10094.0067268998,1,1568.43856553732,2,6.65797775316062,4,"Single","Yes",436357.73312939
"2000_Present","Moderate",99.2002183770184,"Yes","Medium","Average","No","Full",4677.83228422287,2,3073.62684903071,4,7.7860784331611,4,"Double","No",377380.737420961
"2000_Present","Moderate",106.981877803824,"Yes","Low","Excellent","Yes","Full",9832.86310199072,1,3070.91777936223,0,7.50164967023107,6,"Single","No",481392.665571377
"1980-1999","Permissive",103.622355722984,"Yes","High","Fair","Yes","Partial",24633.8425705131,1,3561.69623006328,5,7.90243857271892,6,"Single","No",811102.293819979
"1950-1979","Moderate",98.4751417799598,"No","Medium","Average","No","None",6438.02230314408,1,2524.88807474097,5,7.84693515228125,5,"Single","No",406942.300593291
"1950-1979","Moderate",104.276772814701,"Yes","Low","Good","Yes","None",2842.12628825376,1,2180.13835928297,4,7.82579497704449,4,"None","Yes",344852.10338756
"2000_Present","Very_Restrictive",98.4107940097173,"Yes","Low","Average","Yes","Full",5642.13966443781,2,2209.12135835399,2,7.43434669469081,10,"None","Yes",330632.298374012
"1980-1999","Very_Permissive",105.54240703943,"Yes","Very_High","Good","Yes","Full",14967.2332550388,2,2549.26297204751,3,7.97935245928451,3,"Triple","No",525579.136836772
"2000_Present","Restrictive",92.7797243284798,"Yes","Very_Low","Good","No","Partial",3242.8957160181,1,1833.15711755078,1,7.64866842989796,6,"Single","No",236825.191568711
"2000_Present","Moderate",91.0120609196928,"Yes","Medium","Good","No","None",8652.39184712363,3,2552.0606575278,6,7.84996170000941,3,"Double","No",306342.443514732
"1920-1949","Moderate",95.7679201997942,"No","Medium","Good","Yes","None",11652.3146996606,2,2558.18809001198,0,7.37468642937281,2,"Double","Yes",496492.229273218
"1920-1949","Moderate",105.512081129976,"Yes","High","Average","Yes","None",19610.6771141754,3,3412.95302912018,4,6.30515467673282,7,"Triple","Yes",880240.116436983
"1980-1999","Moderate",105.966998194249,"No","Medium","Average","No","None",8940.08140254245,1,2207.20413629871,2,7.24774002028026,10,"Double","Yes",340905.486957335
"1920-1949","Moderate",91.1668464177252,"Yes","Medium","Excellent","Yes","None",15824.2260033203,1,1736.25247895624,2,6.45044644970725,3,"Double","No",297818.444326877
"2000_Present","Very_Restrictive",95.55910290005,"No","Very_Low","Excellent","Yes","None",1863.96100105052,3,1843.95273144089,0,7.33382025970429,3,"Double","Yes",315831.442742389
"1980-1999","Moderate",100.173263912774,"Yes","Very_High","Good","Yes","Full",24888.3964418984,1,4303.73409964568,10,7.78673248934068,12,"Single","Yes",1176256.99197578
"1980-1999","Very_Restrictive",108.333523604874,"Yes","High","Poor","No","Full",15902.4124548733,3,4025.29212044567,4,7.26502041479423,7,"Single","Yes",560188.187514047
"1920-1949","Very_Permissive",104.645588800535,"Yes","High","Good","Yes","Partial",22836.2759508104,2,4052.26104103112,4,7.87498109980336,4,"Triple","No",1143272.7830314
"1980-1999","Permissive",103.412776634717,"No","High","Good","Yes","None",9870.10247768864,1,1975.23809088544,2,7.70570351954203,5,"Single","Yes",416739.018714639
"2000_Present","Moderate",104.168213822914,"Yes","High","Average","Yes","None",8732.21509911276,1,1590.9254610796,1,6.6477680822072,4,"None","Yes",297881.676867318
"2000_Present","Moderate",107.416918338731,"Yes","High","Excellent","No","Full",9776.78300548301,2,2147.77683342945,2,7.59809137575579,2,"Single","Yes",437406.300254077
"1980-1999","Moderate",104.782023848424,"Yes","High","Good","Yes","Partial",36241.1089717042,2,3214.71182090177,1,7.9948425752223,9,"None","Yes",636032.781226292
"2000_Present","Very_Permissive",99.3658857176065,"Yes","High","Good","Yes","Partial",7290.40672280204,1,2709.10149081478,3,7.7645974118184,2,"None","Yes",488550.419587071
"1950-1979","Moderate",108.791452054607,"Yes","High","Good","Yes","None",5941.61060187902,3,2651.1407690681,1,7.62668621498044,3,"Double","No",446238.109419284
"1980-1999","Permissive",86.7531038038652,"Yes","High","Good","Yes","Partial",5978.39799814338,2,2349.53932897294,0,7.76021778088877,6,"Single","Yes",788789.661164167
"1980-1999","Permissive",97.2147154448011,"No","High","Excellent","Yes","Full",6542.16641838868,1,1629.86216665507,3,7.06535951188776,4,"Double","Yes",340442.825761911
"1950-1979","Permissive",106.999373441896,"Yes","Medium","Good","Yes","Partial",2980.33865500823,2,1619.90677579641,4,6.50079733108782,3,"Double","No",406515.95274507
"1980-1999","Restrictive",105.811476179155,"Yes","High","Excellent","Yes","Full",17240.0958903623,1,2152.10755374534,2,7.41292619747543,6,"Double","Yes",810351.863113407
"2000_Present","Permissive",105.163628688943,"Yes","High","Good","Yes","Partial",19123.7939458066,3,3096.84985101612,2,7.9863412768778,8,"Single","No",842552.862464593
"2000_Present","Very_Permissive",104.19057987083,"Yes","High","Excellent","Yes","Partial",10670.494843192,2,2037.45009887406,3,7.59817649157465,3,"Single","No",284004.528369447
"1950-1979","Restrictive",108.996374545886,"No","Low","Poor","Yes","None",4984.2877018888,3,3499.26745199834,2,7.33983264170919,7,"Double","No",377930.471040991
"1980-1999","Moderate",108.672974541932,"Yes","Medium","Average","Yes","Partial",13471.1224471349,1,2505.20398127862,1,7.25795173532559,4,"Double","No",391230.393576028
"2000_Present","Very_Restrictive",101.542275264713,"No","Very_Low","Average","No","Partial",3371.18892308934,3,2026.33577797684,2,6.60331421597515,3,"None","Yes",288666.090804573
"2000_Present","Very_Permissive",109.957211004125,"Yes","High","Average","No","Partial",10024.8007130747,2,2207.12726504647,2,6.76986262428578,3,"Single","No",250519.71340812
"Pre-1920","Restrictive",98.4230552318431,"Yes","Very_Low","Good","Yes","Partial",4806.61015521792,3,2154.35224060369,2,6.99537723939812,5,"None","Yes",231995.072963424
"2000_Present","Moderate",108.613785369431,"Yes","Medium","Excellent","Yes","None",20055.7219182429,2,2650.95226984198,3,7.56674208773095,11,"Double","Yes",635138.686834894
